rob,.steps,.cases,.distance,.p_symptomatic,.p_death,.initial_infections,.incubation,.duration,R0
3.2,60,100,0.25,0.6,0.1,2,8,8,3.1894672815183047
3.2,60,100,0.25,0.4,0.1,2,10,9,3.196060325472627
3.2,60,100,0.25,0.5,0.1,1,8,10,3.1985928434044952
3.2,60,100,0.25,0.6,0.1,3,10,8,3.1993576937113293
3.2,60,100,0.25,0.45,0.1,2,9,9,3.206199283307867
3.2,60,100,0.2,0.3,0.1,2,9,7,3.211593958952086
3.2,60,100,0.25,0.3,0.1,3,6,5,3.215927991787135
3.2,60,100,0.25,0.3,0.1,3,7,9,3.2224992298602086
3.2,60,100,0.25,0.4,0.1,3,5,10,3.227452686997935
3.2,60,100,0.25,0.5,0.1,2,7,6,3.2287514046771673
3.2,60,100,0.25,0.35,0.1,3,10,10,3.23476073636128
3.2,60,100,0.25,0.55,0.1,3,6,5,3.239735898808127
3.2,60,100,0.25,0.3,0.1,3,6,9,3.243786859680487
3.2,60,100,0.25,0.35,0.1,2,9,6,3.244967252000293
3.2,60,100,0.25,0.6,0.1,1,10,6,3.2454918673997835
3.3,60,100,0.25,0.3,0.1,3,8,10,3.252296118174198
3.3,60,100,0.25,0.35,0.1,2,9,8,3.257143617893555
3.3,60,100,0.25,0.3,0.1,3,8,8,3.263390729267795
3.3,60,100,0.25,0.5,0.1,1,7,7,3.2643363814726634
3.3,60,100,0.25,0.55,0.1,2,5,5,3.266681643116259
3.3,60,100,0.25,0.4,0.1,3,10,10,3.2767272401000214
3.3,60,100,0.25,0.4,0.1,1,9,9,3.2867511239339096
3.3,60,100,0.25,0.3,0.1,1,8,9,3.287588927104248
3.3,60,100,0.2,0.45,0.1,1,8,8,3.3013523782519787
3.3,60,100,0.25,0.6,0.1,2,10,5,3.301828560477017
3.3,60,100,0.25,0.5,0.1,2,8,8,3.3088864915030443
3.3,60,100,0.25,0.35,0.1,2,7,7,3.3155085628930165
3.3,60,100,0.25,0.45,0.1,3,9,6,3.323660363014533
3.3,60,100,0.25,0.6,0.1,2,9,10,3.330646164821406
3.3,60,100,0.25,0.55,0.1,2,8,10,3.3323250029257387
3.3,60,100,0.25,0.3,0.1,2,7,10,3.343955681001969
3.4,60,100,0.25,0.4,0.1,1,10,7,3.3525672823659987
3.4,60,100,0.25,0.55,0.1,1,10,6,3.353129997938234
3.4,60,100,0.25,0.55,0.1,3,9,9,3.3589876783745476
3.4,60,100,0.2,0.3,0.1,2,5,7,3.3653986889388796
3.4,60,100,0.2,0.5,0.1,3,6,9,3.379760240072237
3.4,60,100,0.25,0.3,0.1,2,7,8,3.384916335586425
3.4,60,100,0.25,0.55,0.1,2,6,9,3.394790261881738
3.4,60,100,0.25,0.5,0.1,1,7,10,3.3992301993288416
3.4,60,100,0.25,0.4,0.1,3,10,8,3.401968477223959
3.4,60,100,0.25,0.45,0.1,2,8,8,3.408925573145311
3.4,60,100,0.25,0.55,0.1,3,7,8,3.412712555467171
3.4,60,100,0.25,0.5,0.1,3,10,5,3.417087775505538
3.4,60,100,0.25,0.45,0.1,3,6,5,3.418677682049601
3.4,60,100,0.25,0.55,0.1,1,7,5,3.4376853189136445
3.4,60,100,0.25,0.35,0.1,1,9,6,3.4428509066530193
3.4,60,100,0.25,0.55,0.1,2,8,6,3.445457300151466
3.4,60,100,0.25,0.45,0.1,1,9,8,3.4462598252529992
3.4,60,100,0.25,0.3,0.1,2,7,6,3.446828250627963
3.4,60,100,0.2,0.45,0.1,3,8,7,3.4487362823395564
3.4,60,100,0.25,0.55,0.1,2,6,10,3.449789424738677
3.5,60,100,0.25,0.4,0.1,3,7,9,3.4592733200548627
3.5,60,100,0.25,0.4,0.1,1,10,9,3.476027647121909
3.5,60,100,0.25,0.6,0.1,2,9,7,3.477072272488078
3.5,60,100,0.25,0.45,0.1,2,6,7,3.4778121515086617
3.5,60,100,0.25,0.5,0.1,1,9,9,3.4980480381227985
3.5,60,100,0.25,0.5,0.1,3,6,8,3.5070989992599126
3.5,60,100,0.25,0.3,0.1,2,10,5,3.508512422638137
3.5,60,100,0.25,0.5,0.1,3,6,6,3.5098373273044468
3.5,60,100,0.25,0.35,0.1,3,8,6,3.520281681864422
3.5,60,100,0.25,0.35,0.1,1,9,8,3.5228293830366257
3.5,60,100,0.25,0.35,0.1,3,7,10,3.5387982669958613
3.5,60,100,0.25,0.3,0.1,2,6,10,3.542907679201087
3.5,60,100,0.25,0.35,0.1,1,7,7,3.542958063996225
3.6,60,100,0.25,0.4,0.1,1,5,5,3.5518635591159393
3.6,60,100,0.25,0.3,0.1,2,6,8,3.5743628263733744
3.6,60,100,0.25,0.45,0.1,1,6,9,3.5770086100000755
3.6,60,100,0.3,0.3,0.1,2,8,9,3.5924682182378156
3.6,60,100,0.25,0.3,0.1,3,10,8,3.6030137761738863
3.6,60,100,0.25,0.3,0.1,1,9,9,3.6115843155602856
3.6,60,100,0.25,0.45,0.1,1,9,7,3.61456178152313
3.6,60,100,0.25,0.55,0.1,1,8,10,3.6202733509918086
3.6,60,100,0.25,0.4,0.1,3,6,5,3.621287092885437
3.6,60,100,0.25,0.35,0.1,3,6,7,3.627005716416839
3.6,60,100,0.25,0.6,0.1,2,6,9,3.627518910037549
3.6,60,100,0.25,0.3,0.1,1,9,8,3.6296046352771163
3.6,60,100,0.25,0.45,0.1,1,6,5,3.630239951637347
3.6,60,100,0.25,0.4,0.1,1,5,7,3.6393919869753986
3.6,60,100,0.25,0.55,0.1,1,9,9,3.641178091802773
3.7,60,100,0.3,0.55,0.1,2,9,6,3.6529108193745734
3.7,60,100,0.25,0.45,0.1,3,5,6,3.65892165749814
3.7,60,100,0.25,0.3,0.1,1,9,6,3.6628353620797816
3.7,60,100,0.25,0.35,0.1,2,8,7,3.67091492899038
3.7,60,100,0.25,0.35,0.1,2,10,10,3.678808205643618
3.7,60,100,0.25,0.45,0.1,3,9,10,3.6852820714852563
3.7,60,100,0.25,0.45,0.1,3,6,8,3.6898205375202786
3.7,60,100,0.25,0.3,0.1,3,5,5,3.6915962270320155
3.7,60,100,0.25,0.4,0.1,3,8,9,3.6954561263307846
3.7,60,100,0.25,0.3,0.1,1,5,6,3.6985178027785324
3.7,60,100,0.3,0.5,0.1,2,5,6,3.7034945194961852
3.7,60,100,0.25,0.6,0.1,1,8,10,3.7042184892195453
3.7,60,100,0.25,0.45,0.1,3,9,5,3.70833207378371
3.7,60,100,0.3,0.35,0.1,1,10,10,3.712979401122835
3.7,60,100,0.25,0.45,0.1,3,6,7,3.7193738622502597
3.7,60,100,0.3,0.6,0.1,2,7,10,3.7200227874904668
3.7,60,100,0.25,0.45,0.1,1,6,7,3.725339441374387
3.7,60,100,0.25,0.35,0.1,3,6,6,3.7303862882647056
3.7,60,100,0.25,0.6,0.1,2,10,9,3.731423431462172
3.7,60,100,0.25,0.4,0.1,3,9,6,3.732600959559703
3.7,60,100,0.25,0.3,0.1,2,5,10,3.735718892368194
3.7,60,100,0.25,0.6,0.1,2,7,6,3.7376066315796916
3.7,60,100,0.25,0.4,0.1,3,5,5,3.7398716587576613
3.7,60,100,0.25,0.35,0.1,1,5,6,3.739952292128135
3.7,60,100,0.25,0.55,0.1,3,10,8,3.744668217137586
3.8,60,100,0.25,0.6,0.1,1,6,9,3.7599237868094737
3.8,60,100,0.25,0.55,0.1,2,9,6,3.7650077449553385
3.8,60,100,0.3,0.55,0.1,1,6,8,3.770334030998688
3.8,60,100,0.3,0.5,0.1,1,10,6,3.7706197628235385
3.8,60,100,0.25,0.5,0.1,2,8,5,3.801861088972781
3.8,60,100,0.25,0.4,0.1,2,8,8,3.808629771008168
3.8,60,100,0.25,0.6,0.1,3,5,5,3.809748173849548
3.8,60,100,0.25,0.5,0.1,2,7,8,3.810114021525095
3.8,60,100,0.3,0.35,0.1,3,7,9,3.817042400561943
3.8,60,100,0.25,0.55,0.1,3,8,6,3.820544904153194
3.8,60,100,0.25,0.55,0.1,3,6,9,3.8371074456790204
3.8,60,100,0.25,0.5,0.1,1,6,8,3.8371312511238487
3.8,60,100,0.25,0.5,0.1,2,7,10,3.8388885609673897
3.8,60,100,0.25,0.6,0.1,3,5,8,3.8449850019534573
3.9,60,100,0.25,0.5,0.1,1,5,8,3.8650575914694554
3.9,60,100,0.25,0.35,0.1,3,8,10,3.87666471325812
3.9,60,100,0.25,0.35,0.1,2,6,5,3.88814352071719
3.9,60,100,0.25,0.45,0.1,2,6,10,3.8984597869104043
3.9,60,100,0.25,0.4,0.1,1,7,7,3.9488767469453956
4,60,100,0.25,0.5,0.1,3,6,7,3.9526139199968804
4,60,100,0.25,0.6,0.1,2,8,10,3.9659470997474826
4,60,100,0.3,0.6,0.1,2,10,5,3.969063531243422
4,60,100,0.25,0.3,0.1,1,7,9,3.9694275294848254
4,60,100,0.25,0.6,0.1,2,8,6,3.9769596172688924
4,60,100,0.25,0.6,0.1,3,10,10,3.991676130082443
4,60,100,0.25,0.6,0.1,2,6,8,3.9951127352786657
4,60,100,0.25,0.55,0.1,1,10,5,3.9991700565233654
4,60,100,0.25,0.4,0.1,3,7,6,4.001084225714618
4,60,100,0.25,0.6,0.1,1,7,5,4.024439025046302
4,60,100,0.25,0.35,0.1,3,10,7,4.02515523402191
4,60,100,0.25,0.45,0.1,1,10,7,4.049873159620354
4.1,60,100,0.25,0.45,0.1,2,5,8,4.060873372210507
4.1,60,100,0.25,0.55,0.1,3,8,10,4.0608764991001145
4.1,60,100,0.25,0.55,0.1,2,7,6,4.062079510047558
4.1,60,100,0.25,0.4,0.1,3,6,7,4.086789582780268
4.1,60,100,0.25,0.35,0.1,1,10,9,4.096085842759899
4.1,60,100,0.25,0.3,0.1,3,10,9,4.113757324845759
4.1,60,100,0.25,0.35,0.1,2,10,9,4.134469123415842
4.1,60,100,0.25,0.4,0.1,1,5,8,4.146688806448888
4.2,60,100,0.25,0.6,0.1,3,5,7,4.162776601652965
4.2,60,100,0.3,0.55,0.1,1,7,8,4.163241920279786
4.2,60,100,0.25,0.45,0.1,1,5,7,4.188107327795337
4.2,60,100,0.25,0.35,0.1,1,6,7,4.189544003243898
4.2,60,100,0.3,0.6,0.1,3,10,8,4.197592717450516
4.2,60,100,0.3,0.5,0.1,1,5,8,4.209938482950115
4.2,60,100,0.3,0.5,0.1,2,6,10,4.212008806246518
4.2,60,100,0.3,0.6,0.1,1,9,8,4.215426510156085
4.2,60,100,0.25,0.6,0.1,3,9,7,4.217712262201468
4.2,60,100,0.3,0.5,0.1,2,7,10,4.224567535410983
4.2,60,100,0.25,0.6,0.1,3,9,5,4.227005490561011
4.2,60,100,0.25,0.5,0.1,1,7,6,4.2306581986252
4.2,60,100,0.25,0.6,0.1,2,9,5,4.235305846919433
4.2,60,100,0.3,0.55,0.1,2,6,8,4.244454274001074
4.2,60,100,0.25,0.6,0.1,1,7,7,4.2499013028636234
4.3,60,100,0.3,0.4,0.1,1,10,9,4.2650609503403185
4.3,60,100,0.3,0.3,0.1,2,8,6,4.271107259366258
4.3,60,100,0.25,0.6,0.1,2,5,5,4.282309333568474
4.3,60,100,0.25,0.45,0.1,2,6,9,4.287071463474339
4.3,60,100,0.25,0.45,0.1,3,5,10,4.290064367828622
4.3,60,100,0.3,0.45,0.1,3,7,5,4.2945114793536545
4.3,60,100,0.3,0.6,0.1,2,10,7,4.296280420459131
4.3,60,100,0.3,0.45,0.1,2,10,10,4.297006871239863
4.3,60,100,0.25,0.5,0.1,2,8,10,4.297492484099987
4.3,60,100,0.25,0.55,0.1,1,6,9,4.324594368971965
4.3,60,100,0.25,0.4,0.1,2,6,5,4.328872880076764
4.3,60,100,0.25,0.55,0.1,2,10,6,4.339104629533197
4.3,60,100,0.25,0.5,0.1,1,10,7,4.346180563005087
4.4,60,100,0.3,0.55,0.1,1,5,6,4.359233387435075
4.4,60,100,0.25,0.6,0.1,1,5,6,4.359239218109863
4.4,60,100,0.25,0.6,0.1,1,6,8,4.367091025258632
4.4,60,100,0.3,0.45,0.1,1,6,6,4.367965826349248
4.4,60,100,0.3,0.6,0.1,1,10,7,4.375394584530895
4.4,60,100,0.25,0.55,0.1,3,7,7,4.378441747553284
4.4,60,100,0.3,0.35,0.1,1,7,5,4.383206536031949
4.4,60,100,0.3,0.35,0.1,2,10,6,4.3839202443525
4.4,60,100,0.25,0.6,0.1,3,7,5,4.40264399230401
4.4,60,100,0.3,0.45,0.1,3,9,10,4.431893500231478
4.4,60,100,0.3,0.5,0.1,3,10,7,4.436202041207476
4.4,60,100,0.3,0.5,0.1,2,9,5,4.4363046346348245
4.5,60,100,0.3,0.6,0.1,2,5,9,4.4632878674983365
4.5,60,100,0.3,0.3,0.1,3,8,6,4.479921951761841
4.5,60,100,0.3,0.35,0.1,1,6,9,4.492910722485118
4.5,60,100,0.3,0.55,0.1,1,7,9,4.498278988535279
4.5,60,100,0.25,0.55,0.1,1,9,5,4.513413630129588
4.5,60,100,0.3,0.35,0.1,2,5,5,4.523474307302925
4.5,60,100,0.25,0.6,0.1,2,6,5,4.52434712918083
4.5,60,100,0.3,0.3,0.1,1,7,8,4.534997357365197
4.5,60,100,0.3,0.45,0.1,2,6,6,4.540690624361745
4.6,60,100,0.3,0.3,0.1,1,8,8,4.550808999649335
4.6,60,100,0.3,0.55,0.1,2,6,9,4.581261399476996
4.6,60,100,0.25,0.3,0.1,2,5,7,4.588336968894167
4.6,60,100,0.3,0.35,0.1,1,6,8,4.588820822719584
4.6,60,100,0.3,0.45,0.1,2,7,8,4.601464905550587
4.6,60,100,0.3,0.3,0.1,3,8,9,4.609208195544548
4.6,60,100,0.3,0.3,0.1,3,10,6,4.609282243144336
4.6,60,100,0.3,0.4,0.1,1,6,7,4.62391079658439
4.6,60,100,0.3,0.55,0.1,3,9,6,4.6247813654976
4.6,60,100,0.3,0.3,0.1,1,8,10,4.628481338049669
4.6,60,100,0.3,0.35,0.1,1,10,9,4.634388600074503
4.6,60,100,0.25,0.5,0.1,2,9,7,4.641616358450913
4.6,60,100,0.25,0.5,0.1,1,5,9,4.642446451091557
4.7,60,100,0.3,0.6,0.1,1,5,8,4.658354694529892
4.7,60,100,0.3,0.4,0.1,2,7,7,4.687531419924006
4.7,60,100,0.3,0.6,0.1,1,7,7,4.695209349655051
4.7,60,100,0.3,0.5,0.1,2,6,5,4.718183398804225
4.7,60,100,0.3,0.35,0.1,3,8,7,4.741434144348143
4.7,60,100,0.3,0.45,0.1,1,7,10,4.749953078206509
4.8,60,100,0.3,0.45,0.1,1,8,6,4.750718640269214
4.8,60,100,0.3,0.4,0.1,3,10,6,4.753275748054278
4.8,60,100,0.3,0.4,0.1,2,5,9,4.779064608849109
4.8,60,100,0.3,0.5,0.1,2,5,5,4.782303929212055
4.8,60,100,0.3,0.3,0.1,1,7,7,4.7929974500030905
4.8,60,100,0.3,0.55,0.1,3,10,8,4.804024828545306
4.8,60,100,0.3,0.5,0.1,3,8,9,4.806127741300907
4.8,60,100,0.3,0.3,0.1,1,5,10,4.806271182683101
4.8,60,100,0.3,0.5,0.1,2,10,7,4.806617640875383
4.8,60,100,0.3,0.6,0.1,2,9,9,4.8167359176651905
4.8,60,100,0.3,0.6,0.1,1,7,5,4.82695840350662
4.8,60,100,0.3,0.55,0.1,3,6,9,4.834276652085886
4.8,60,100,0.3,0.3,0.1,2,9,6,4.84535702046906
4.9,60,100,0.3,0.45,0.1,1,9,5,4.85445674601921
4.9,60,100,0.3,0.4,0.1,1,6,9,4.854616572202768
4.9,60,100,0.3,0.6,0.1,1,9,7,4.857827612321621
4.9,60,100,0.3,0.6,0.1,2,8,7,4.871355482046736
4.9,60,100,0.3,0.55,0.1,3,9,5,4.880486274610034
4.9,60,100,0.3,0.4,0.1,2,8,9,4.881595478531667
4.9,60,100,0.3,0.3,0.1,2,5,6,4.895975216204467
4.9,60,100,0.3,0.5,0.1,1,8,5,4.901859069304214
4.9,60,100,0.3,0.5,0.1,3,5,8,4.906552428973815
4.9,60,100,0.3,0.4,0.1,1,5,6,4.91037572727171
4.9,60,100,0.3,0.55,0.1,2,10,7,4.9103859712710385
4.9,60,100,0.3,0.35,0.1,1,7,7,4.91211961862108
4.9,60,100,0.3,0.4,0.1,2,9,8,4.933032547410789
5,60,100,0.25,0.3,0.1,2,6,6,4.9729829216726635
5,60,100,0.3,0.45,0.1,1,6,7,4.982666674165179
5,60,100,0.3,0.45,0.1,3,6,10,4.995127925665846
5,60,100,0.3,0.3,0.1,2,9,10,5.009826148964861
5,60,100,0.3,0.5,0.1,1,8,8,5.011089269637649
5,60,100,0.3,0.4,0.1,3,8,10,5.030510085687669
5,60,100,0.3,0.4,0.1,1,6,6,5.040652246856345
5,60,100,0.3,0.45,0.1,2,10,5,5.044507306060383
5,60,100,0.3,0.4,0.1,2,10,7,5.0475119026746205
5.1,60,100,0.3,0.55,0.1,3,7,9,5.056536724980406
5.1,60,100,0.3,0.5,0.1,1,7,9,5.082285332898145
5.1,60,100,0.3,0.45,0.1,3,6,9,5.0881542681187115
5.1,60,100,0.3,0.3,0.1,3,6,8,5.094300449352247
5.1,60,100,0.3,0.45,0.1,3,7,9,5.095544499460423
5.1,60,100,0.3,0.3,0.1,1,10,7,5.134746592036226
5.1,60,100,0.3,0.35,0.1,2,6,10,5.139249237124838
5.1,60,100,0.3,0.6,0.1,3,8,9,5.143473368204785
5.2,60,100,0.3,0.5,0.1,3,10,6,5.159352608907031
5.2,60,100,0.3,0.4,0.1,3,5,6,5.166516086558113
5.2,60,100,0.3,0.45,0.1,3,5,9,5.178451055664208
5.2,60,100,0.3,0.5,0.1,3,7,7,5.181486358019284
5.2,60,100,0.3,0.55,0.1,2,7,5,5.184507679167127
5.2,60,100,0.3,0.55,0.1,3,5,8,5.196525485851689
5.2,60,100,0.3,0.3,0.1,3,7,10,5.199764626457293
5.2,60,100,0.3,0.5,0.1,3,5,6,5.200903360038082
5.2,60,100,0.3,0.6,0.1,3,7,6,5.224610010510507
5.2,60,100,0.3,0.45,0.1,3,6,6,5.239423613909974
5.2,60,100,0.3,0.5,0.1,2,8,5,5.245027537237306
5.3,60,100,0.3,0.45,0.1,2,9,5,5.257871723592268
5.3,60,100,0.3,0.55,0.1,1,10,6,5.271056199025778
5.3,60,100,0.3,0.55,0.1,3,5,5,5.280473586656273
5.3,60,100,0.3,0.5,0.1,2,10,6,5.284268938529184
5.3,60,100,0.3,0.6,0.1,1,5,7,5.2871993372324635
5.3,60,100,0.3,0.35,0.1,3,6,8,5.288019622258745
5.3,60,100,0.3,0.35,0.1,3,10,9,5.289251214701124
5.3,60,100,0.3,0.55,0.1,3,9,10,5.293017727672936
5.3,60,100,0.3,0.3,0.1,1,7,5,5.293331982098733
5.3,60,100,0.3,0.45,0.1,1,6,8,5.294484337937827
5.3,60,100,0.3,0.35,0.1,1,9,7,5.316201301103551
5.3,60,100,0.3,0.45,0.1,2,6,5,5.328502484565845
5.3,60,100,0.3,0.55,0.1,1,9,9,5.331639772917162
5.3,60,100,0.3,0.6,0.1,3,7,10,5.336922298436881
5.3,60,100,0.3,0.55,0.1,3,7,6,5.336947993840337
5.3,60,100,0.3,0.55,0.1,2,7,10,5.33818116755453
5.3,60,100,0.3,0.3,0.1,3,10,8,5.339100672485784
5.4,60,100,0.3,0.5,0.1,3,7,5,5.358554661868355
5.4,60,100,0.3,0.3,0.1,3,7,6,5.370613084130811
5.4,60,100,0.3,0.3,0.1,3,5,8,5.383412668914487
5.4,60,100,0.3,0.45,0.1,2,5,8,5.385632037498623
5.4,60,100,0.3,0.55,0.1,3,9,7,5.3867334167956304
5.4,60,100,0.3,0.3,0.1,3,7,5,5.4010443462236175
5.4,60,100,0.3,0.5,0.1,1,9,7,5.411199058456432
5.4,60,100,0.3,0.55,0.1,1,6,7,5.416376521744533
5.4,60,100,0.3,0.4,0.1,1,7,8,5.419153721917965
5.4,60,100,0.3,0.35,0.1,2,10,9,5.422421201279139
5.4,60,100,0.3,0.45,0.1,1,9,10,5.42389643698025
5.5,60,100,0.3,0.35,0.1,2,8,8,5.450816099508592
5.5,60,100,0.3,0.35,0.1,3,8,9,5.458502866633678
5.5,60,100,0.3,0.5,0.1,2,9,7,5.4603384470330765
5.5,60,100,0.3,0.4,0.1,1,7,6,5.462540656987246
5.5,60,100,0.3,0.45,0.1,2,5,6,5.4905768055912425
5.5,60,100,0.3,0.35,0.1,2,8,10,5.494991929801177
5.5,60,100,0.3,0.35,0.1,1,8,6,5.4996032354688245
5.5,60,100,0.3,0.5,0.1,3,9,7,5.507701079231024
5.5,60,100,0.3,0.3,0.1,2,5,10,5.5229121770406255
5.5,60,100,0.3,0.55,0.1,1,10,8,5.535254564116252
5.5,60,100,0.3,0.6,0.1,2,6,6,5.535397277600798
5.5,60,100,0.3,0.5,0.1,1,10,8,5.548769235594732
5.6,60,100,0.3,0.35,0.1,2,5,7,5.555256874496802
5.6,60,100,0.3,0.6,0.1,2,7,7,5.562669882286998
5.6,60,100,0.3,0.6,0.1,2,7,9,5.569299206985577
5.6,60,100,0.3,0.6,0.1,2,10,6,5.584126337932104
5.6,60,100,0.3,0.4,0.1,1,7,10,5.60137670683155
5.6,60,100,0.3,0.4,0.1,1,9,5,5.608064425670439
5.6,60,100,0.3,0.5,0.1,2,9,10,5.62569986251564
5.6,60,100,0.3,0.35,0.1,2,8,5,5.643579194545451
5.6,60,100,0.3,0.35,0.1,2,9,6,5.645006616063897
5.7,60,100,0.3,0.35,0.1,3,6,10,5.666378345742783
5.7,60,100,0.3,0.3,0.1,3,6,6,5.674557544573745
5.7,60,100,0.3,0.5,0.1,1,10,10,5.682501092068773
5.7,60,100,0.3,0.55,0.1,3,8,5,5.688911266209089
5.7,60,100,0.3,0.4,0.1,1,7,7,5.716847439993243
5.7,60,100,0.3,0.6,0.1,2,9,10,5.722140605250611
5.7,60,100,0.3,0.55,0.1,1,8,7,5.722769349144267
5.7,60,100,0.3,0.5,0.1,1,5,10,5.736097381509152
5.8,60,100,0.3,0.45,0.1,2,6,9,5.755390539569072
5.8,60,100,0.3,0.5,0.1,1,5,5,5.755535219670783
5.8,60,100,0.3,0.55,0.1,1,10,7,5.764308420092071
5.8,60,100,0.3,0.3,0.1,2,10,7,5.772714000712703
5.8,60,100,0.3,0.55,0.1,3,5,10,5.772798724092122
5.8,60,100,0.3,0.6,0.1,2,6,7,5.78258676323345
5.8,60,100,0.3,0.55,0.1,3,8,8,5.783404934130503
5.8,60,100,0.3,0.6,0.1,2,9,5,5.7923949034778115
5.8,60,100,0.3,0.5,0.1,2,10,5,5.820623783817367
5.8,60,100,0.3,0.5,0.1,1,10,7,5.834879966362812
5.8,60,100,0.3,0.6,0.1,2,5,7,5.8424976820262735
5.8,60,100,0.3,0.4,0.1,3,9,6,5.844430359031671
5.9,60,100,0.3,0.5,0.1,3,10,9,5.886666289117132
5.9,60,100,0.3,0.6,0.1,3,9,7,5.89712031375571
5.9,60,100,0.3,0.5,0.1,1,10,9,5.935235081262315
5.9,60,100,0.3,0.4,0.1,3,7,10,5.9383719841029645
6,60,100,0.3,0.45,0.1,1,8,8,5.95551313993134
6,60,100,0.3,0.5,0.1,1,7,8,5.957171436863015
6,60,100,0.3,0.45,0.1,2,7,10,5.971732937925101
6,60,100,0.3,0.45,0.1,2,5,7,5.991760505664785
6,60,100,0.3,0.4,0.1,2,8,5,6.0402650358706165
6,60,100,0.3,0.4,0.1,3,6,10,6.048683245098988
6.1,60,100,0.3,0.6,0.1,3,8,6,6.06364202857244
6.1,60,100,0.3,0.55,0.1,1,8,6,6.115683661636475
6.2,60,100,0.3,0.4,0.1,1,10,6,6.164427966769832
6.2,60,100,0.3,0.5,0.1,2,8,10,6.170895238418456
6.2,60,100,0.3,0.35,0.1,2,10,8,6.225923444433117
6.3,60,100,0.3,0.5,0.1,1,8,7,6.2903940569302526
6.3,60,100,0.3,0.3,0.1,3,7,7,6.302409647318939
6.4,60,100,0.3,0.5,0.1,1,9,10,6.380882239871049
6.7,60,100,0.3,0.35,0.1,3,5,9,6.74527766571239
